"Data Source","World Development Indicators",

"Last Updated Date","2018-05-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Bahrain","BHR","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","124.108453501425","131.129680190199","118.981623869273","96.6818499003133","96.4862104187947","101.769725438788","98.710464407075","102.367892611564","95.3379785934919","98.643897570042","115.555828722334","85.0031629889958","84.3819917151814","83.8745972485041","81.1932702210151","81.9905466031894","87.9135242955814","79.07678217749","64.6036729603028","78.8672455861517","79.1805973202084","73.6106719000445","72.2176603559946","72.0630183506862","78.6051030377881","83.8940300417307","84.6376061742767","79.6795292320647","82.5774337999584","68.4655938651118","69.5373177399286","99.4177449168207","102.147254651981","104.806998357972","96.0507512478313","82.4167842971054","73.9057451941554","",
"Bahamas, The","BHS","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","","","","","","","","","","","","","","","","","","82.6507713884993","82.6645843344546","68.8717258403469","70.3811877480716","67.3817034700315","65.7859722486219","66.5685595567867","63.5882612316888","64.7907986724177","63.8179979777553","61.3227730774787","","53.8314826910516","54.160770688566","50.9510921971226","50.247024766806","51.9666882276843","51.0214789812826","49.549139690872","48.0376835688556","42.9961466354667","40.4040404040404","42.5020249263618","44.3561743941417","39.722090380473","42.1739247909887","41.7484193050914","44.5519594080581","45.1859549335589","44.6616119236898","46.7392940205765","46.0409846004608","39.8593350383632","40.7458912768647","43.637515842839","38.1272328716011","39.764170381748","38.262417233811","36.7001779359431","35.1249356230798","",
"Bosnia and Herzegovina","BIH","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.4482894219426","20.4117390235021","23.617706247983","27.8336349003353","27.3031972254601","27.6439667010105","28.6903395055523","28.3925252968684","24.3474149367698","30.2893546437857","32.2433275260684","31.6249640657593","35.0166017794739","27.1055815456252","26.8480677196462","25.0093795920079","29.6955409300384","32.0359729547134","32.3457377212348","33.7425072129943","33.9899213084243","34.5778645216678","35.4119482213839","",
"Belarus","BLR","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.9584295612009","36.8541905855339","59.2861005949162","67.6369098363983","71.2699233415013","49.6653284196549","46.3499639281231","59.8598642804939","59.0511351312398","59.2033571533871","69.2108213448948","66.7476067360771","63.6275159440361","65.156379906358","67.8863333586708","59.7978087236099","60.0613117690842","60.9430527153212","60.9377552183976","50.529749960347","51.3728853529564","78.4653615193087","78.7769072783938","58.3335781066769","54.941004057247","58.0107665670743","62.6638281450445","",
"Belize","BLZ","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","55.3786906290116","53.3955417314671","47.9776847977685","49.0740740740741","62.4466571834993","48.4819507530481","55.5189817862629","60.459229795697","62.0196887900921","59.7411537931984","62.2200702094177","54.2700110125286","49.7194827638439","46.6908007517974","49.8319054883271","47.9610101196439","50.0034222878719","52.7792948450542","52.5814687809714","55.0570000082568","52.9701470106359","50.8682236586904","52.5600801714135","53.1852939805925","50.5606395262824","54.6593496963421","61.1325878405306","61.0916240796533","62.3712526399212","51.6240066763541","58.2124307800487","60.106269383794","62.4627248499676","61.2520181419681","60.4712065432015","58.5386732137156","","",
"Bermuda","BMU","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.4887749299133","47.0831141348796","47.6371840956869","46.7615656563559","47.6682676350223","","","","",
"Bolivia","BOL","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","13.3413464424811","13.6279626168632","12.4639447679731","13.8902579795944","16.4370555542172","16.6706344320192","16.9358775413438","18.6355216990229","22.2275125760256","23.5609608665966","24.5945051307514","21.39234670355","21.1124401913876","27.7133699996043","35.2924380145624","25.9383183008438","27.6756479906345","26.7741286136789","22.595143746177","24.1747034696819","24.5275198221604","23.2660239152104","29.0643469338211","28.3167800437985","23.6548638484094","19.0499112907929","21.3240112807629","19.6304776214357","18.7674425061311","22.4982129220116","22.7769800123498","21.4793461553257","20.0457608669681","19.0807674681627","21.6633120258824","22.5514209321009","22.5818704584882","21.1106024594354","19.6986839141652","16.8808984517562","18.274745971826","19.9721485240274","21.6344550697626","25.6007334787844","31.1383905633221","35.5481435047552","41.771714513684","41.7953771029716","44.9065562326816","35.7226252948767","41.187456069084","44.0917017666495","47.1661965775564","44.0924792738495","43.2930881166253","30.8682958840268","24.5855992456372","",
"Brazil","BRA","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","7.05904647646368","7.27940794590105","3.86876017137378","9.03645424482606","6.38540927082227","7.73576138413985","6.82473507896306","5.7689710655619","6.00052600864501","6.6204037968306","7.02943634908589","6.41330674313925","7.259175691336","8.27167782462644","8.01311941176138","7.53857281945099","7.03571355665957","7.25236847121218","6.67557886823388","7.12390494963595","9.05272982472942","9.42035430772259","7.60968270162801","11.4218215925107","13.547584918489","12.2479596662611","8.81658867805845","9.4599432176942","10.8882167136928","8.92960968014427","8.19999001540814","8.67697309491424","10.8682492540862","10.5032702366843","9.66505138718782","7.37255282703524","6.73016964936479","6.98369585196342","7.03057112727977","9.56485684156913","10.1881171852392","12.3716707353035","14.2306359266732","15.1808171478698","16.5457795939216","15.2437777114362","14.3743177903671","13.3276451578395","13.5340084243278","10.8513581749268","10.7381736851708","11.4661380108044","11.703054773239","11.6302008826962","11.0119620304858","12.8892212275763","12.4882577416727","",
"Barbados","BRB","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.8922472048163","40.8333126904308","41.4629145522579","42.6388045194995","45.2564191453466","45.9303220134081","47.0315398886827","45.5689043179779","41.5470301311101","40.8520682711036","42.377062309787","40.1552949481013","38.209868753155","42.1011649388522","40.8581956834123","43.9201498473302","45.6529929826214","45.1815418623929","45.3703904673019","42.9618520314385","39.5212533479766","37.905769272029","38.8974196527323","41.50027100271","40.7792376881096","35.2279048460456","","",
"Brunei Darussalam","BRN","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","","","","","","","","","","","","","","","90.0542771959331","90.0591972278371","93.6549017377208","94.6342386675499","95.012683457148","95.0615866559512","93.3615069739236","93.143259797279","89.3430496959071","88.2704119942392","","","","","","61.811318605626","61.8084939664629","66.677091477717","57.8723404255319","54.7633403678022","51.081210956271","59.7168405365127","59.93345348676","57.1854347544383","50.47197640118","55.8163396178017","67.3543319201318","69.5253059297448","67.1218302942605","69.289251837004","68.7990469672454","70.1684471590321","71.7246979556453","67.8527507652301","78.2992366861295","72.7831762889702","67.41037988229","69.5060721795477","70.1592236272739","68.0418746411061","68.7189571447036","52.2105973675329","49.5777780731856","",
